ids,users,label_count,labels,claim_id,claim,deleted,created
"4216,4253,4328","122,133,132",3,"NOT ENOUGH INFO,SUPPORTS,REFUTES",3584,Zájem o hlasovací lístky na kladenském magistrátě byl rekordní.,"0","1616606606,1616610880,1616661052"
"4218,4259,4330","122,133,132",3,"NOT ENOUGH INFO,REFUTES,NOT ENOUGH INFO",3585,Na pražském magistrátě vydali rekordní počet hlasovacích lístků.,"0","1616606657,1616610985,1616661105"
"4256,4396","133,135",2,"REFUTES,NOT ENOUGH INFO",3586,Na kladenském magistrátě řešili množství požadavků o výměnu řidičských průkazů.,"0","1616610928,1616671206"
"4236,4250,4304","122,133,132",3,"REFUTES,SUPPORTS,SUPPORTS",3587,Úředníci kladenského magistrátu vydali rekordní počet hlasovacích průkazů.,"0","1616607249,1616610751,1616660286"
"4230,4248,4369","122,133,135",3,"REFUTES,REFUTES,REFUTES",3588,O hlasovací lístky nebyl na kladenském magistrátě zájem.,"0","1616607052,1616610664,1616669375"
"4266,4431","133,148",2,"SUPPORTS,SUPPORTS",3589,Zájem o hlasování mimo své trvalé bydliště je letos větší než v v loňských parlamentních volbách.,"0","1616611093,1616749287"
"4227,4260,4303","122,133,132",3,"NOT ENOUGH INFO,REFUTES,NOT ENOUGH INFO",3590,Mimo své trvalé bydliště bude letos hlasovat více lidí než v loňských prezidentských volbách.,"0","1616606987,1616610996,1616660250"
"4220,4262,4319,5517","122,133,132,153",4,"REFUTES,REFUTES,REFUTES,REFUTES",3591,V loňských parlamentních volbách mělo zájem o hlasování mimo své trvalé bydliště více lidí než při letošním referendu.,"0","1616606716,1616611047,1616660874,1616960677"
"4242,4261,4360","122,133,132",3,"SUPPORTS,SUPPORTS,SUPPORTS",3592,Letos je zájem o hlasování mimo své trvalé bydliště větší než při loňských parlamentních volbách.,"0","1616607422,1616611021,1616661588"
"4234,4245,4367","122,133,135",3,"REFUTES,REFUTES,REFUTES",3593,Letošní hlasování nebude mít tak vysoký počet hlasujících mimo trvalé bydliště jako oproti loňským parlamentním volbám.,"0","1616607182,1616610211,1616669136"
"4251,4399","133,135",2,"SUPPORTS,SUPPORTS",3597,"Podle anglikánské církve se rozvedené páry od roku 2002 mohou vzít v kostele, ale jejich sňatek by neměl posvěcovat staré neřesti.","0","1616610764,1616671271"
"4255,4362,4380","133,132,135",3,"SUPPORTS,SUPPORTS,REFUTES",3598,"Od roku 2002 umožňuje anglikánská církev za podmínky, že takové sňatky neposvěcují staré neřesti, rozvedeným párům sňatek v kostele.","0","1616610903,1616661619,1616670286"
"4265,4314,4400","133,132,135",3,"REFUTES,REFUTES,REFUTES",3599,Anglikánská církev umožňuje sňatek v kostele všem vyjma rozvedeným párům.,"0","1616611070,1616660722,1616671348"
"4246,4397,6012","133,135,168",3,"NOT ENOUGH INFO,NOT ENOUGH INFO,SUPPORTS",3600,Na obřadu bude přítomen Andrew Parker Bowles.,"0","1616610617,1616671211,1617184426"
"4249,4389","133,135",2,"REFUTES,NOT ENOUGH INFO",3601,Andrew Parker Bowles navštíví Spojené státy.,"0","1616610735,1616670639"
"4264,4393,4394","133,135,135",3,"NOT ENOUGH INFO,SUPPORTS,NOT ENOUGH INFO",3602,Andrew Parker Bowles bude hostem svatby prince Charlese a bývalé manželky Camilly.,"0","1616611061,1616671135,1616671150"
"4254,4478,4597","133,144,115",3,"REFUTES,REFUTES,NOT ENOUGH INFO",3603,Z hostů obřadu je vynechán Andrew Parker Bowles.,"0","1616610890,1616754537,1616773334"
"4258,4323,4387","133,132,135",3,"SUPPORTS,NOT ENOUGH INFO,SUPPORTS",3604,"Dvojice, které se provinily nevěrou a přiznaly to, mají po civilním obřadu nárok jen na církevní požehnání.","0","1616610968,1616660961,1616670583"
"4247,4470","133,172",2,"REFUTES,REFUTES",3605,Rozvedené dvojice mají nárok na obřad bez jakýchkoliv omezení.,"0","1616610648,1616754389"
"4347,4366,4647","132,135,116",3,"SUPPORTS,SUPPORTS,SUPPORTS",3609,Již přes 200.000 lidí zadržely turecké úřady od tamního pokusu o puč z roku 2016.,"0","1616661374,1616669053,1616775382"
"4351,4401,5377,6570","132,135,142,91",4,"NOT ENOUGH INFO,REFUTES,NOT ENOUGH INFO,SUPPORTS",3610,Od pokusu o puč v Ázerbajdžánu z roku 2016 bylo zadrženo přes 218.000 lidí.,"0","1616661437,1616671417,1616955557,1619905921"
"4348,4391","132,135",2,"NOT ENOUGH INFO,NOT ENOUGH INFO",3611,Od pokusu o puč v Turecku z roku 2016 bylo založeno přes 213 nových firem.,"0","1616661422,1616670817"
"4341,4388","132,135",2,"NOT ENOUGH INFO,SUPPORTS",3612,Od pokusu o puč v Turecku z roku 2016 bylo zadrženo přes 218.000 lidí.,"0","1616661293,1616670603"
"4350,4375,5206,6576","132,135,143,91",4,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",3613,Od tureckého pokusu o puč bylo zadrženo přes 200.000 lidí.,"0","1616661434,1616669696,1616898067,1619908042"
"4349,4428,5136","132,148,126",3,"REFUTES,REFUTES,REFUTES",3614,Od pokusu o puč v Turecku z roku 2016 nedošlo k jedinému zadržení.,"0","1616661430,1616749208,1616875109"
"4344,4418,5755","132,148,138",3,"SUPPORTS,SUPPORTS,SUPPORTS",3615,Celkem 28 lidí čelí obžalobě kvůli vraždě Anatolije Karlova.,"0","1616661320,1616748642,1616978949"
"4342,4376","132,135",2,"NOT ENOUGH INFO,REFUTES",3616,Obžalobě kvůli vraždě Andreje Babiše čelí 28 lidí.,"0","1616661300,1616669737"
"4340,4372,5554","132,135,131",3,"NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO",3617,Čajového dýchánku u Anatolije Karlova se zúčastnilo 28 lidí.,"0","1616661279,1616669540,1616961118"
"4343,4371,6043","132,135,171",3,"SUPPORTS,SUPPORTS,SUPPORTS",3618,Obžalobě kvůli vraždě ruského velvyslance čelí 28 lidí.,"0","1616661313,1616669481,1617202622"
"4346,4429,4686","132,148,129",3,"SUPPORTS,SUPPORTS,SUPPORTS",3619,Obžalobě kvůli vraždě ruského velvyslance čelí 28 lidí.,"0","1616661361,1616749217,1616789806"
"4345,4398,6050","132,135,171",3,"SUPPORTS,SUPPORTS,SUPPORTS",3620,"Navrhovanými tresty jsou doživotí, u některých obžalovaných 15 let odnětí svobody.","0","1616661331,1616671238,1617202866"
"4339,4374,5768","132,135,121",3,"SUPPORTS,SUPPORTS,SUPPORTS",3621,Obžalovaným hrozí vysoké tresty.,"0","1616661264,1616669658,1617036885"
"4459,4460,5648,5872","144,172,165,139",4,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",3627,Americká společnost Celestics přišla s nápadem posílat popel zesnulých do vesmíru.,"0","1616753866,1616753886,1616962709,1617135769"
"4450,5225","144,143",2,"REFUTES,SUPPORTS",3628,NASA umožňuje vypouštět popel zesnulých do vesmíru.,"0","1616753497,1616898602"
"4403,4424","135,148",2,"REFUTES,NOT ENOUGH INFO",3629,Ministerstvo vnitra Tchaj-wanu umožňuje vypouštět popel zesnulých do vesmíru.,"0","1616671552,1616749104"
"4480,5114","144,126",2,"NOT ENOUGH INFO,SUPPORTS",3630,Divize pro vesmírné technologie americké společnosti Celestics umožnila vypouštět popel zesnulých do vesmíru.,"0","1616754611,1616874500"
"4407,4420,5690","135,148,131",3,"NOT ENOUGH INFO,NOT ENOUGH INFO,SUPPORTS",3631,Americké vesmírné společnosti umožňují vypouštět popel do vesmíru.,"0","1616671641,1616748917,1616963844"
4427,148,1,REFUTES,3632,"Americká společnost Celestics popřela, že by vypouštěla popel zesnulých do vesmíru.","0",1616749137
"4406,4461","135,172",2,"SUPPORTS,NOT ENOUGH INFO",3633,Tchaj-wan se v žebříčku hustoty osídlení pohybuje na předních příčkách.,"0","1616671634,1616754023"
"4364,4430","135,148",2,"SUPPORTS,NOT ENOUGH INFO",3634,Singapur je mimořádně hustě osídlená země.,"0","1616668804,1616749226"
"4405,4472","135,144",2,"NOT ENOUGH INFO,NOT ENOUGH INFO",3635,Povodí Vltavy je mimořádně hustě osídlená oblast.,"0","1616671624,1616754405"
4415,148,1,SUPPORTS,3636,Velká tchaj-wanská města jsou mimořádně hustě osídlena.,"0",1616748583
"4416,4704","148,129",2,"NOT ENOUGH INFO,NOT ENOUGH INFO",3637,Státy s malou územní rozlohou bývají hustě osídlené.,"0","1616748595,1616790963"
"4417,5786","148,121",2,"NOT ENOUGH INFO,REFUTES",3638,Tchaj-wan je jednou z nejméně osídlených oblastí světa.,"0","1616748612,1617037711"
4449,144,1,SUPPORTS,3639,Vypouštění nebožtíků do vesmíru má ušetřit místo na Zemi.,"0",1616753462
4468,144,1,SUPPORTS,3640,Posílání pozůstatků zesnulých do vesmíru má šetřit prostor pro pohřbívání na Zemi.,"0",1616754379
4485,144,1,REFUTES,3641,"Objevné cesty do vesmíru mají pomoci poznat, co nás obklopuje.","0",1616754671
4453,144,1,SUPPORTS,3642,Pohřbívání na oběžné dráze Země má šetřit místo.,"0",1616753540
"4404,4466","135,144",2,"NOT ENOUGH INFO,SUPPORTS",3643,Obřady ve vesmíru mají šetřit místo na Zemi.,"0","1616671589,1616754342"
"4463,6462","144,110",2,"REFUTES,NOT ENOUGH INFO",3644,Vzhledem k ceně nebudou mít pohřby ve vesmíru zásadní vliv na šetření místa na Zemi.,"0","1616754268,1617888753"
"4423,6586","148,91",2,"SUPPORTS,NOT ENOUGH INFO",3645,Cenově je vesmírný pohřeb srovnatelný s běžným obřadem.,"0","1616749084,1619908684"
"4363,4474","135,144",2,"SUPPORTS,REFUTES",3646,Vesmírná svatba stojí srovnatelně jako běžný obřad.,"0","1616668745,1616754438"
4426,148,1,NOT ENOUGH INFO,3647,Technická kontrola vozidla stojí srovnatelně jako běžný pohřeb.,"0",1616749121
4425,148,1,SUPPORTS,3648,Vesmírný pohřeb v režii společnosti Celestics stojí srovnatelně jako běžný pohřeb.,"0",1616749116
"4365,4469","135,144",2,"SUPPORTS,SUPPORTS",3649,Služby ve vesmíru se cenově tolik neliší od běžných služeb na Zemi.,"0","1616668889,1616754384"
4422,148,1,NOT ENOUGH INFO,3650,Pro uskutečnění vesmírného pohřbu ale musí rodina sáhnout hluboko do kapsy.,"0",1616749074
4446,144,1,SUPPORTS,3651,Schránky s ostatky stráví na oběžné dráze Země několik měsíců či let.,"0",1616753378
"4477,4956","144,119",2,"REFUTES,SUPPORTS",3652,Malé krabičky budou obíhat po dráze kolem Země.,"0","1616754520,1616859522"
"4482,4488,6153","144,172,136",3,"REFUTES,NOT ENOUGH INFO,NOT ENOUGH INFO",3653,Příbuzní budou během obřadu vysláni na oběžnou dráhu Země.,"0","1616754631,1616754864,1617216908"
"4421,4940","148,119",2,"SUPPORTS,SUPPORTS",3654,Urny s ostatky o velikosti malé rtěnky budou vyslány na oběžnou dráhu Země.,"0","1616749063,1616855206"
4486,144,1,SUPPORTS,3655,Předměty budou vypuštěné do vesmíru.,"0",1616754683
4457,144,1,REFUTES,3656,Urny budou vyslány do jiných dimenzí.,"0",1616753713
"4409,4476","148,144",2,"SUPPORTS,REFUTES",3658,Podle bavorského premiéra přijetí 200.000 uprchlíků ročně odpovídá hospodářské síle Německa v OSN.,"0","1616748122,1616754498"
"4410,4464","148,144",2,"REFUTES,REFUTES",3661,Povodně v roce 1997 zničily v Brně 335 domů.,"0","1616748179,1616754317"
4471,144,1,SUPPORTS,3669,Lidé mají málo informací o sociálních službách v Brně.,"0",1616754389
"4541,4715,4942","123,129,119",3,"SUPPORTS,SUPPORTS,SUPPORTS",3670,Občanská společnost toho ví málo o sociálních službách v Brně.,"0","1616771530,1616791330,1616855535"
"4443,4444","172,144",2,"NOT ENOUGH INFO,REFUTES",3671,Veřejnost toho ví málo o divadelních inscenacích na Moravě.,"0","1616753097,1616753294"
4448,144,1,,3672,Veřejnost toho ví málo o domovech pro seniory v Brně.,"0",1616753416
"4447,4479","172,144",2,"REFUTES,REFUTES",3673,Veřejnost má rozsáhlé informace o sociálních službách v Brně.,"0","1616753400,1616754578"
"4436,4456,5798","172,144,121",3,"SUPPORTS,SUPPORTS,SUPPORTS",3674,V Brně najdeme služby pro veřejnost.,"0","1616752743,1616753703,1617038239"
"4441,4483","172,144",2,"SUPPORTS,NOT ENOUGH INFO",3675,V Ostravě jsou sociální služby.,"0","1616752883,1616754638"
"4458,4467","172,144",2,"SUPPORTS,NOT ENOUGH INFO",3676,V České republice funguje sociální sektor.,"0","1616753715,1616754349"
4484,144,1,NOT ENOUGH INFO,3677,V Brně nemusí být sociální služby.,"0",1616754646
"4445,4487","172,144",2,"SUPPORTS,NOT ENOUGH INFO",3678,Dokument na téma komunitního rozvoje sociálních služeb je zveřejněný na webových stránkách moravské metropole.,"0","1616753358,1616754693"
"4465,5639,5642","144,160,160",3,"NOT ENOUGH INFO,SUPPORTS,REFUTES",3679,Komunitní plán je dostupný v tištěné brožuře města Brno.,"0","1616754332,1616962574,1616962596"
"4455,5802","144,121",2,"REFUTES,NOT ENOUGH INFO",3680,Plán na zřízení nových lůžek v domovech pro seniory je dostupný na internetových stránkách města Brno.,"0","1616753632,1617038395"
"4440,4496,4963","144,172,119",3,"SUPPORTS,SUPPORTS,SUPPORTS",3681,Elektrárna v Ledvicích poskytne Teplicím zásoby tepla.,"0","1616752842,1616757294,1616860124"
"4494,4671","172,116",2,"SUPPORTS,SUPPORTS",3682,Tepelné zásoby dostanou Teplice z elektrárny Ledvice.,"0","1616756739,1616776702"
"4438,4492","144,172",2,"REFUTES,NOT ENOUGH INFO",3683,České Budějovice budou zásobovány teplem z nedaleké elektrárny Ledvice.,"0","1616752776,1616755968"
"4497,5887,6143","172,139,136",3,"REFUTES,REFUTES,REFUTES",3684,Teplice budou zásobovány teplem ze vzdálené elektrárny Ledvice.,"0","1616757501,1617136383,1617216687"
"4437,4504","144,172",2,"SUPPORTS,SUPPORTS",3685,Ledvice poskytnou teplo Teplicím.,"0","1616752751,1616760078"
"4510,5132,5570","172,126,165",3,"REFUTES,REFUTES,REFUTES",3686,Elektrárna Ledvice neposkytne teplo Teplicím.,"0","1616764038,1616875021,1616961392"
"4435,4517","144,172",2,"REFUTES,REFUTES",3687,Teplice teplo z Ledvic nakonec nedostanou.,"0","1616752659,1616765784"
"4432,4452,5204,5482,5560","172,144,154,153,114",5,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",3688,V druhé polovině léta 2007 bylo v Brně malé povědomí o dostupných sociálních službách.,"0","1616752353,1616753527,1616883956,1616960038,1616961288"
"4434,4454,5188","172,144,169",3,"NOT ENOUGH INFO,REFUTES,NOT ENOUGH INFO",3689,O Vánocích 2007 se nevědělo o sociálních službách v Brně.,"0","1616752567,1616753550,1616879951"
"4451,4473,5856","172,144,167",3,"REFUTES,REFUTES,REFUTES",3690,14. srpna 2007 byly hojně rozšířené informace o sociálních službách v Brně.,"0","1616753510,1616754423,1617049988"
"4433,4509,4817","144,172,124",3,"SUPPORTS,REFUTES,REFUTES",3691,Centrální zásobování teplem stálo Teplice 123 milionů korun.,"0","1616752565,1616763940,1616844160"
4489,172,1,NOT ENOUGH INFO,3692,Za teplo Teplice zaplatí více než 120 milionů korun.,"0",1616755429
4516,172,1,SUPPORTS,3693,Výsledná částka za připojení Teplic na centrální zásobování tepla je přes sto milionů.,"0",1616765639
4462,172,1,NOT ENOUGH INFO,3694,Připojení části Prahy na centrální zásobování tepla stálo 123 milionů korun.,"0",1616754188
"4442,4502","144,172",2,"SUPPORTS,NOT ENOUGH INFO",3695,Připojení části Teplic na přívod vody stálo 123 milionů korun.,"0","1616752889,1616759258"
4481,172,1,,3696,Připojení části Teplic na lepší elektřinu vyšlo na více než 30 milionů korun.,"0",1616754618
"4439,4503,4694","144,172,129",3,"NOT ENOUGH INFO,REFUTES,SUPPORTS",3697,123 milionů za teplo Teplice odmítly zaplatit.,"0","1616752791,1616759621,1616790590"
4493,172,1,SUPPORTS,3703,Zimbabwe nedodržuje základní lidská práva.,"0",1616756257
4505,172,1,SUPPORTS,3704,V Zimbabwe překračují hranice svobody svých obyvatel.,"0",1616760246
4508,172,1,SUPPORTS,3705,V diamantových dolech v Marange bylo upozorněno na případy porušování lidských práv.,"0",1616763851
4513,172,1,,3706,Africká země porušuje lidská práva.,"0",1616764788
4507,172,1,REFUTES,3707,V Zimbabwe dodržují Všeobecnou deklaraci lidských práv.,"0",1616763767
4490,172,1,SUPPORTS,3708,Lidská práva v Zimbabwe nejsou podle upozornění Human Rights Watch dodržována.,"0",1616755512
4542,115,1,REFUTES,3709,Human Rights Watch poukazuje na případy narušování osobní svobody obyvatel Zimbabwe.,"0",1616771669
4512,172,1,SUPPORTS,3710,Human Rights Watch a Global Witness poukázaly na případy porušování lidských práv v diamantových dolech v oblasti Marange.,"0",1616764720
"4491,5651","172,137",2,"SUPPORTS,NOT ENOUGH INFO",3711,Mezinárodní nevládní organizace upozornila na porušování lidských práv v Africe.,"0","1616755767,1616962768"
"4499,6146","172,136",2,"REFUTES,REFUTES",3712,Human Rights Watch pochválila Zimbabwe za řádné dodržování lidských práv.,"0","1616758236,1617216784"
4495,172,1,REFUTES,3713,Vývoz diamantů ze Zimbabwe odsouhlasil v listopadu Kimberleyský proces.,"0",1616757068
4506,172,1,NOT ENOUGH INFO,3714,Kimberleyský proces před měsícem povolil vývoz diamantů ze Zimbabwe.,"0",1616760461
"4537,4945,4946","115,119,119",3,"NOT ENOUGH INFO,REFUTES,REFUTES",3715,Kimberleyský proces v listopadu tohoto roku povolil vývoz diamantů ze zimbabwské těžební oblasti Marange.,"0","1616771124,1616855889,1616855935"
"4498,5124,5378","172,126,142",3,"SUPPORTS,SUPPORTS,NOT ENOUGH INFO",3716,Kimberleyský proces na podzim schválil vývoz diamantů z jihovýchodní Afriky.,"0","1616757848,1616874825,1616955678"
"4501,5162","172,126",2,"REFUTES,REFUTES",3717,V Zimbabwe se netěží diamanty.,"0","1616758633,1616875638"
4515,172,1,SUPPORTS,3718,Korupce a násilí v Zimbabwe je z velké části podpořeno prodejem diamantů.,"0",1616765361
4511,172,1,NOT ENOUGH INFO,3719,Prodej zlata financuje korupci a násilí ve Venezuele.,"0",1616764366
4514,172,1,REFUTES,3720,"Prodej diamantů ze zimbabwské oblasti Marange, podpořený Kimberleyským procesem, financuje korupci a násilí v zemi.","0",1616765136
4546,115,1,SUPPORTS,3721,Prodej přírodních minerálů financuje korupci a násilí v jihovýchodní Africe.,"0",1616771818
4544,123,1,REFUTES,3722,V Zimbabwe neobchodují s diamanty.,"0",1616771706
"4543,4958","115,119",2,"NOT ENOUGH INFO,SUPPORTS",3726,Ekonomika v Zimbabwe je vysoce podporovaná těžbou diamantů.,"0","1616771686,1616859666"
4549,115,1,SUPPORTS,3727,"""Konfliktní""diamanty"" z území oblasti Marange jsou jedním z pilířů ekonomiky v Zimbabwe.","0",1616771945
4534,123,1,SUPPORTS,3728,Těžba přírodních minerálů je pilířem ekonomiky na jihovýchodě Afriky.,"0",1616770977
4500,172,1,,3729,V Zimbabwe neexistují žádná naleziště diamantů.,"0",1616758433
"4521,4550,5239","123,115,143",3,"SUPPORTS,REFUTES,SUPPORTS",3732,Brněnská šestnáctka se pořádá od šedesátých let minulého století.,"0","1616769552,1616772015,1616899174"
"4520,4533,5498","123,115,159",3,"SUPPORTS,SUPPORTS,SUPPORTS",3733,Kino Art letos hostí festival Brněnská šestnáctka.,"0","1616769533,1616770924,1616960317"
"4522,4535","123,115",2,"NOT ENOUGH INFO,REFUTES",3734,"Brněnská šestnáctka se letos koná v kině Aero, .","0","1616769649,1616770999"
"4524,4547","123,115",2,"REFUTES,NOT ENOUGH INFO",3735,Kino Art letos odmítlo hostit festival Brněnská šestnáctka.,"0","1616769776,1616771874"
"4518,4551","123,115",2,"SUPPORTS,SUPPORTS",3738,77 lidí zemřelo rukou Anderse Breivika.,"0","1616769413,1616772059"
"4523,4538,6027","123,115,171",3,"SUPPORTS,SUPPORTS,SUPPORTS",3739,Anders Breivik zabil několik desítek lidí.,"0","1616769692,1616771321,1617192616"
"4519,4548","123,115",2,"SUPPORTS,SUPPORTS",3740,Anders Breivik uskutečnil teroristický útok.,"0","1616769511,1616771899"
"4530,4555","115,123",2,"REFUTES,SUPPORTS",3744,Malé a střední firmy získaly od státu rekordní podporu.,"0","1616770779,1616772189"
"4532,4556,4993,5679","115,148,154,137",4,"NOT ENOUGH INFO,SUPPORTS,NOT ENOUGH INFO,NOT ENOUGH INFO",3745,Stát podpořil velké podniky rekordní částkou.,"0","1616770836,1616772243,1616862010,1616963571"
"4528,4558","115,123",2,"SUPPORTS,SUPPORTS",3746,Stát projednal výši podpory pro podnikatele.,"0","1616770680,1616772298"
"4529,4536","115,123",2,"NOT ENOUGH INFO,SUPPORTS",3747,Malé a střední firmy stát podpořil historicky nejvyšší sumou.,"0","1616770742,1616771106"
"4527,4539","115,123",2,"SUPPORTS,SUPPORTS",3748,Stát poskytl podnikům historicky nejvyšší podporu.,"0","1616770667,1616771366"
"4531,4540","115,123",2,"REFUTES,SUPPORTS",3749,Malé a střední firmy podpořil státní historicky nejvyšší příspěvek.,"0","1616770828,1616771400"
"4525,4545,5843","115,123,167",3,"SUPPORTS,SUPPORTS,SUPPORTS",3750,"Rekordní částkou 3,7 miliardy korun podpořil stát malé a střední firmy.","0","1616770605,1616771766,1617048958"
"4526,4559,5135","115,148,126",3,"SUPPORTS,REFUTES,NOT ENOUGH INFO",3751,Stát neschválil částku na podporu malých a středních firem.,"0","1616770632,1616772310,1616875076"
"4571,4577,4614,6123","115,148,116,136",4,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",3755,Spojené státy americké hraničí s Mexikem.,"0","1616772590,1616772768,1616774111,1617215662"
4567,115,1,NOT ENOUGH INFO,3756,Mexiko má společnou hranici s Kolumbií.,"0",1616772537
"4569,4623","115,116",2,"NOT ENOUGH INFO,NOT ENOUGH INFO",3757,Mexiko má společného prezidenta s USA.,"0","1616772566,1616774305"
"4573,4624","115,116",2,"SUPPORTS,SUPPORTS",3758,Mexiko má 3200 kilometrů dlouhou společnou hranici s USA.,"0","1616772607,1616774317"
"4570,4612","115,116",2,"SUPPORTS,SUPPORTS",3759,Mexiko má společnou hranici s jinou zemí.,"0","1616772580,1616774024"
"4572,4619,6148","115,116,136",3,"REFUTES,REFUTES,REFUTES",3760,Mexiko nesousedí s USA.,"0","1616772597,1616774167,1617216806"
"4580,4615","148,116",2,"SUPPORTS,SUPPORTS",3761,"Na hranici USA s Mexikem bylo v roce 2004 zadrženo 1,1 milionu nelegálních migrantů.","0","1616772877,1616774135"
"4581,4607,5184,5472,5697","148,116,169,153,125",5,"NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,REFUTES",3762,"V roce 2014 bylo na jižní hranici USA zadrženo 1,1 milionu nelegálních přistěhovalců.","0","1616772896,1616773841,1616879416,1616959819,1616964142"
"4583,4621","148,116",2,"SUPPORTS,REFUTES",3763,"V roce 2004 bylo na jižní hranici USA zastřeleno 1,1 milionu nelegálních přistěhovalců.","0","1616772932,1616774263"
"4582,4625","148,116",2,"SUPPORTS,SUPPORTS",3764,"V roce 2004 bylo na jižní hranici USA zadrženo 1,1 milionu nelegálních přistěhovalců z Mexika.","0","1616772912,1616774341"
"4585,4613","148,116",2,"SUPPORTS,SUPPORTS",3765,V roce 2004 bylo na jižní hranici USA zadrženo přes milion nelegálních přistěhovalců.,"0","1616772998,1616774050"
"4584,4606","148,116",2,"REFUTES,REFUTES",3766,V roce 2004 nebyl na jižní hranici USA zadržen žádný nelegální přistěhovalec.,"0","1616772990,1616773820"
"4589,4617","148,116",2,"SUPPORTS,SUPPORTS",3767,Největší počet přistěhovalců migruje z Mexika do USA na jaře.,"0","1616773127,1616774149"
"4590,4600,4608","148,123,116",3,"NOT ENOUGH INFO,REFUTES,NOT ENOUGH INFO",3768,Migrační vlna z Mexika do Kanady vrcholí na jaře.,"0","1616773132,1616773529,1616773888"
"4591,4620","148,116",2,"NOT ENOUGH INFO,NOT ENOUGH INFO",3769,Vývoz pšenice z Mexika do USA vrcholí na jaře.,"0","1616773139,1616774177"
"4593,4609","115,116",2,"NOT ENOUGH INFO,NOT ENOUGH INFO",3770,Migrační vlna z Mexika do USA vrcholí v dubnu.,"0","1616773204,1616773935"
"4592,4603","115,116",2,"NOT ENOUGH INFO,SUPPORTS",3771,Migrační vlna z Mexika do USA vrcholí v první polovině roku.,"0","1616773142,1616773671"
"4594,4618","115,116",2,"REFUTES,REFUTES",3772,Migrační vlna z Mexika do USA je na jaře nejslabší.,"0","1616773212,1616774157"
"4676,4677,4737,5477,5571","129,129,154,159,131",5,"REFUTES,NOT ENOUGH INFO,NOT ENOUGH INFO,SUPPORTS,NOT ENOUGH INFO",3774,"Muže, který vydíral podnikatele z Teplicka, zatkla policie.","0","1616789255,1616789306,1616799294,1616959887,1616961412"
"4680,4739","129,154",2,"SUPPORTS,SUPPORTS",3775,Policie zatkla muže z Náchodska.,"0","1616789453,1616799540"
4732,154,1,SUPPORTS,3778,Liberecké nakladatelství dalo do prodeje knihu fotografií Václava Havla.,"0",1616798511
"4682,4730,5049","129,154,140",3,"NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO",3779,Nakladatelství z Liberce publikovalo knihu fotografií prezidenta Klause.,"0","1616789588,1616797908,1616867503"
4738,154,1,NOT ENOUGH INFO,3780,Nakladatelství z Liberce publikovalo autobiografii prezidenta Havla.,"0",1616799453
"4681,4734","129,154",2,"SUPPORTS,SUPPORTS",3781,Knihu fotografií Václava Havla mají v nabídce knihkupectví v Liberci a Praze.,"0","1616789488,1616798746"
"4733,4937,5496,5983","154,119,165,168",4,"REFUTES,REFUTES,REFUTES,REFUTES",3782,Knihu fotografií Václava Havla mají v nabídce knihkupectví v Ostravě a Brnu.,"0","1616798585,1616854921,1616960297,1617182887"
"4719,4777,5653,5701","129,145,137,125",4,"NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,REFUTES",3783,Kniha fotografií Václava Havla byla vyprodána.,"0","1616791567,1616841229,1616962811,1616964287"
"4679,4736","129,154",2,"SUPPORTS,SUPPORTS",3785,Vojenský expert předpokládá válku USA s Irákem.,"0","1616789432,1616798998"
"4678,4735","129,154",2,"SUPPORTS,SUPPORTS",3786,Vojenský expert očekává válku Spojených států.,"0","1616789378,1616798898"
"4700,4723","129,154",2,"SUPPORTS,SUPPORTS",3790,Velká cena Akademie Charlese Crose byla v roce 1997 udělena Kociánovu kvartetu.,"0","1616790815,1616797099"
"4698,4729,5140","129,154,126",3,"NOT ENOUGH INFO,SUPPORTS,NOT ENOUGH INFO",3791,Kocianovo kvarteto získalo v roce 1999 Velkou cenu francouzské Akademie Charlese Crose.,"0","1616790785,1616797739,1616875210"
"4699,4724","129,154",2,"SUPPORTS,SUPPORTS",3792,Kocianovo kvarteto získalo v roce 1997 ocenění.,"0","1616790802,1616797302"
"4709,4727,4899,5741","129,154,157,138",4,"NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,REFUTES",3793,Kocianovo kvarteto natočilo dokument o hudbě.,"0","1616791156,1616797516,1616849653,1616978430"
"4708,4722","129,154",2,"NOT ENOUGH INFO,SUPPORTS",3794,Kocianovo kvarteto nahrálo skladby německého hudebního skladatele.,"0","1616791124,1616797036"
"4707,4728","129,154",2,"REFUTES,REFUTES",3795,Kocianovo kvarteto odmítlo nahrát skladby Paula Hindemitha.,"0","1616791113,1616797654"
"4716,4726,5598","129,154,131",3,"REFUTES,REFUTES,REFUTES",3796,Kocianovo kvarteto nahrávalo pro německou firmu Harmonia Mundi.,"0","1616791374,1616797411,1616961810"
